scan_index,scan_start_stamp,scan_end_stamp,reference_stamp,status,reason,point_count_in,point_count_out,coverage_begin_stamp,coverage_end_stamp,max_state_gap_sec,max_gap_gate_sec,max_velocity_norm_mps,max_acc_world_norm_mps2,max_gyro_norm_radps,coverage_gate_passed,point_count_preserved,reference_equals_selected_boundary,ndt_stamp_matches_reference,future_measurement_csv_field,current_scan_ndt_leakage_csv_field,future_imu_evidence,current_ndt_evidence,csv_zero_fields_are_independent_counters
379,1660857430.6147921,1660857430.7156312,1660857430.6147921,PUBLISHED,covered_and_deskewed,20620,20620,1660857428.7188959,1660857430.7187841,0.0050082206726074219,0.02,1.5117048563886162,7.6201397720335926,0.36935933839461149,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
380,1660857430.715652,1660857430.8164914,1660857430.715652,PUBLISHED,covered_and_deskewed,20948,20948,1660857428.8188961,1660857430.818784,0.0050079822540283203,0.02,1.9365188182324009,11.934020083426313,0.72561604766179999,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
381,1660857430.8165121,1660857430.9173503,1660857430.8165121,PUBLISHED,covered_and_deskewed,21380,21380,1660857428.918896,1660857430.9187839,0.0050079822540283203,0.02,1.3104348895881053,11.030246685785256,0.52271612360335384,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
382,1660857430.917372,1660857431.0181544,1660857430.917372,PUBLISHED,covered_and_deskewed,21707,21707,1660857429.018832,1660857431.0187199,0.0050082206726074219,0.02,1.6179404284545247,5.0477111535545394,0.27289170524559486,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
383,1660857431.0181761,1660857431.1190143,1660857431.0181761,PUBLISHED,covered_and_deskewed,22190,22190,1660857429.1238401,1660857431.123728,0.0050082206726074219,0.02,1.9748177137200891,11.633848885578402,0.95597581246678387,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
384,1660857431.119035,1660857431.2198744,1660857431.119035,PUBLISHED,covered_and_deskewed,22456,22456,1660857429.22384,1660857431.2237279,0.0050079822540283203,0.02,1.4111509339729722,9.8824513119753359,0.40170932986795349,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
385,1660857431.2198949,1660857431.3207343,1660857431.2198949,PUBLISHED,covered_and_deskewed,22760,22760,1660857429.3238399,1660857431.3237281,0.0050082206726074219,0.02,1.4933072575631439,5.4252114304385817,0.30559007513589731,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
386,1660857431.320755,1660857431.4215944,1660857431.320755,PUBLISHED,covered_and_deskewed,23424,23424,1660857429.42384,1660857431.423728,0.0050079822540283203,0.02,1.7952287479528404,17.35272640225929,0.84494655373783389,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
387,1660857431.4216149,1660857431.5224543,1660857431.4216149,PUBLISHED,covered_and_deskewed,24257,24257,1660857429.52384,1660857431.5237279,0.0050079822540283203,0.02,1.2694668414980632,10.11674630441369,0.32314809570519759,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
388,1660857431.522475,1660857431.6233144,1660857431.522475,PUBLISHED,covered_and_deskewed,25249,25249,1660857429.6238401,1660857431.623728,0.0050082206726074219,0.02,1.4646809752152885,4.9678099007190575,0.30077127152437555,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
389,1660857431.6233349,1660857431.7241743,1660857431.6233349,PUBLISHED,covered_and_deskewed,26482,26482,1660857429.728832,1660857431.7287199,0.0050079822540283203,0.02,1.7772318174782189,13.692507791710703,0.75643528257964088,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
390,1660857431.724195,1660857431.8250344,1660857431.724195,PUBLISHED,covered_and_deskewed,27365,27365,1660857429.8288319,1660857431.8287201,0.0050082206726074219,0.02,1.2812962378928132,10.695379858763843,0.28528953891249198,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
391,1660857431.8250549,1660857431.9258943,1660857431.8250549,PUBLISHED,covered_and_deskewed,28187,28187,1660857429.9288321,1660857431.92872,0.0050079822540283203,0.02,1.4768794365381364,5.5145652248803669,0.27989828613817141,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
392,1660857431.925915,1660857432.0266984,1660857431.925915,PUBLISHED,covered_and_deskewed,28932,28932,1660857430.028784,1660857432.028672,0.0050079822540283203,0.02,1.8267947137765084,14.885390813552197,0.7446094101153401,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
393,1660857432.0267191,1660857432.1275582,1660857432.0267191,PUBLISHED,covered_and_deskewed,27980,27980,1660857430.1287839,1660857432.1286719,0.0050082206726074219,0.02,1.2746128588359198,10.173272976156442,0.4156458343737845,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
394,1660857432.127579,1660857432.2284184,1660857432.127579,PUBLISHED,covered_and_deskewed,24074,24074,1660857430.2287841,1660857432.228672,0.0050082206726074219,0.02,1.350101356995268,7.6048528396966661,0.8832144172793357,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
395,1660857432.2284391,1660857432.3292782,1660857432.2284391,PUBLISHED,covered_and_deskewed,22095,22095,1660857430.333792,1660857432.3336799,0.0050079822540283203,0.02,1.5458402646208655,19.077910769843928,0.88597474336137527,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
396,1660857432.329299,1660857432.4301383,1660857432.329299,PUBLISHED,covered_and_deskewed,21051,21051,1660857430.4337921,1660857432.4336801,0.0050082206726074219,0.02,0.68713807305650765,6.520451050331638,0.91363984913508611,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
397,1660857432.4301591,1660857432.5309982,1660857432.4301591,PUBLISHED,covered_and_deskewed,20475,20475,1660857430.533792,1660857432.53368,0.014991998672485352,0.02,0.66405858253293182,8.490237737345975,1.168992494252723,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
398,1660857432.531019,1660857432.603014,1660857432.531019,PUBLISHED,covered_and_deskewed,20466,20466,1660857430.603792,1660857432.6036799,0.0050079822540283203,0.02,0.43068914443277756,14.141631293297422,1.1950338006767989,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
399,1660857432.6318791,1660857432.7048483,1660857432.6318791,PUBLISHED,covered_and_deskewed,20281,20281,1660857430.7087841,1660857432.708672,0.0050082206726074219,0.02,0.30691918160114356,4.3008627079583519,1.2886537340739705,YES,YES,YES,True,0,0,point-time interpolation uses lower sample; future sample only brackets coverage; violating source timestamp rejects point,deskew call has no NDT input; cloud is published before NDT consumes it; NDT correction can affect only later deskew,NO; structural/code-path evidence is recorded separately
